Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -rpkm -condenseGenes)	chr	start	end	strand	Length	Copies	Annotation/Divergence	CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 reads FPKM	CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 reads FPKM	CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	CD8TCell-RNA-LCMV-0d-KAA-14-10-31 reads FPKM	CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 reads FPKM	CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 reads FPKM
NM_008197	chr15	79028212	79030500	+	2286.0	1	H1f0|D130017D06Rik|H1(0)|H1fv|-|15 E1|15 37.7 cM|protein-coding	11.548	19.400	8.162	13.774	1.491	7.033	7.797	9.016	14.665	11.106	1.442
NM_001164072	chr2	61593097	61654169	+	2007.0	1	Tank|C86182|E430026L09Rik|I-TRAF|RP23-1O11.1|2 C1.3|2|protein-coding	17.694	20.741	16.983	20.621	23.373	17.700	16.736	19.898	29.406	28.209	20.820
NM_001164525	chr1	171419033	171420352	+	545.0	1	Tstd1|AV065366|EG226654|Gm4848|KAT|mCG_8648|1 H3|1|protein-coding	1.425	1.588	1.210	1.280	0.713	0.258	0.839	2.554	1.068	1.566	0.930
NM_008427	chr15	79483714	79505241	-	2148.0	1	Kcnj4|IRK3|Kcnf2|MB-IRK3|-|15 E1|15 37.74 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_075094	chr6	83702127	83710806	-	1840.0	1	Vax2os|Vas2os|Vax2os1|Vax2os2|-|6 C3|6|ncRNA	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001048189	chr4	110397698	111657519	+	1951.0	1	Agbl4|4930578N11Rik|4931433A01Rik|RP23-342E4.1|4 D1|4|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_153540	chr9	121981606	121996026	-	2365.0	1	Pomgnt2|Ago61|C85492|Gtdc2|-|9 F4|9|protein-coding	0.000	0.000	0.028	0.000	1.186	0.030	0.000	0.000	0.000	0.000	1.894
NM_001163686	chr2	170731807	170879775	+	1758.0	1	Dok5|2700055C10Rik|-|2 H3|2 92.26 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001167793	chr5	95510742	95522402	+	2033.5	4	Gm3286|-|-|5 E3|5|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_020284	chr13	61159215	61164188	-	1325.0	1	Ctsr|AI428350|-|13 B2|13 32.67 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001014399	chr16	56477846	56690135	+	3854.0	1	Abi3bp|5033411B22Rik|AI506287|BG172926|D930038M13Rik|TARSH|eratin|-|16 C1.1|16|protein-coding	0.000	0.011	0.000	0.000	0.000	0.000	0.020	0.000	0.020	0.023	0.000
NR_077222	chr7	73808222	73816503	-	2692.0	1	Gm10619|4932443D20|ENSMUSG00000074067|RP23-235M8.1|7 C|7 42.25 cM|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_045821	chr5	138264045	138266661	+	738.0	1	6330418K02Rik|-|-|5|5|ncRNA	2.160	1.452	3.037	0.886	2.631	1.903	2.425	0.725	1.630	2.009	1.031
NM_146564	chr9	19120957	19121911	+	953.0	1	Olfr836|MOR152-3|-|9 A2-A5|9|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_053130	chr18	37320381	37323913	+	3530.0	1	Pcdhb5|Pcdhb4A|PcdhbE|-|18 B3|18|protein-coding	0.000	0.000	0.000	0.012	0.012	0.000	0.000	0.000	0.000	0.000	0.000
NM_001164187	chr6	83795158	83802556	+	1309.0	1	Nagk|Gnk|-|6|6 D1|protein-coding	7.399	4.219	3.677	5.031	4.319	7.133	6.197	6.298	4.476	4.668	5.132
NM_031374	chr8	33570544	33585585	+	8402.0	1	Tex15|2210014E14Rik|AL022622|AU022940|-|8 A4|8|protein-coding	0.088	0.525	0.016	0.306	0.000	0.050	0.036	0.108	0.351	0.471	0.070
NR_028519	chr1	87784571	87784818	+	247.0	1	Scarna6|MBI-46|-|1|1|ncRNA	0.165	1.168	0.801	1.059	0.175	1.421	2.159	1.517	0.943	0.546	0.342
NM_001163457	chr3	138089855	138143388	-	4250.0	1	Mttp|1810043K16Rik|MTP|-|3 G3|3 64.06 cM|protein-coding	0.058	0.475	0.109	0.133	0.173	0.017	0.134	0.000	0.283	0.359	0.229
NR_045289	chr17	24528251	24528744	+	293.0	1	Rab26os|2610019E17Rik|-|17|17|ncRNA	1.395	1.407	2.025	3.572	3.829	3.354	2.989	4.385	3.443	3.834	2.884
NM_007942	chr5	137483020	137485816	-	708.0	1	Epo|-|-|5 G|5 76.5 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_030540	chr12	109682197	109682273	+	76.0	1	Mir882|Mirn882|mmu-mir-882|-|12|12|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_206823	chr2	87532035	87532958	+	922.0	1	Olfr153|GA_x6K02T2Q125-49033418-49034341|MOR177-5|Olfr4-2|V5|-|2|2|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_029300	chr9	106514573	106516003	+	540.0	1	Iqcf5|1700007L12Rik|-|9 F1|9|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_025760	chr4	88412930	88438926	-	2080.0	1	Ptplad2|4933428I03Rik|HACD4|-|4 C4|4|protein-coding	0.000	0.079	0.000	0.000	0.000	0.068	0.000	0.438	0.000	0.022	0.061
NM_013464	chr12	35497979	35534989	-	5481.0	1	Ahr|Ah|Ahh|Ahre|In|bHLHe76|-|12 A3|12 15.78 cM|protein-coding	0.045	0.188	0.048	0.143	0.386	0.051	0.125	0.127	0.212	0.287	1.218
NR_029776	chrX	53053255	53053353	-	98.0	1	Mir351|Mirn351|mmu-mir-351|-|X|X|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_019552	chr8	123952459	123983122	-	4291.0	1	Abcb10|Abc-me|Abcb12|-|8 E2|8|protein-coding	1.219	2.257	1.214	2.897	1.277	2.405	1.695	1.784	3.282	3.634	1.172
NM_145999	chr17	25838838	25844851	-	2787.0	1	Rhot2|Arht2|Miro2|-|17 A3.3|17 12.93 cM|protein-coding	45.455	38.347	39.435	41.733	38.370	32.671	37.687	32.730	35.446	36.066	45.875
NR_040373	chr3	153850374	153852424	-	493.0	1	Asb17os|2510003D18Rik|-|3|3|ncRNA	0.497	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.157	0.000	0.000
NR_033476	chr16	90142237	90146827	+	4590.0	1	Gm10789|ENSMUSG00000074924|-|16 C3.3|16|ncRNA	0.045	0.027	0.000	0.038	0.009	0.000	0.000	0.000	0.017	0.029	0.009
NM_001081082	chr1	87098002	87101606	-	2324.0	1	Alpi|2010001C14Rik|Akp6|gIAP|-|1 D|1|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_026091	chr2	131146325	131160020	-	1233.0	1	1700037H04Rik|-|RP23-32L15.2|2|2 F3|protein-coding	19.422	12.000	16.736	16.128	14.315	15.487	13.281	14.240	10.983	12.645	10.383
NM_134189	chr11	57645442	57787500	+	4687.0	1	Galnt10|AU018154|C330012K04Rik|GalNAc-T10|GalNAc-T9|Galnt9|ppGaNTase|RP23-268K22.1|11 B1.3|11|protein-coding	28.938	14.580	30.679	15.604	50.446	35.559	39.099	28.336	18.014	15.224	47.074
NM_001011822	chr10	129462678	129463616	+	937.0	1	Olfr787|MOR111-10|-|10 D3|10|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001256493	chr17	21879570	21909926	-	2214.0	1	2210404O09Rik|-|-|17 A3.2|17|protein-coding	1.071	1.545	1.161	1.674	1.053	1.807	1.221	1.693	1.770	2.131	1.737
NM_027945	chr10	99757705	99759658	-	1951.0	1	Csl|1700007H16Rik|-|10 D1|10|protein-coding	4.336	6.866	5.001	6.751	3.583	7.197	5.661	5.323	6.742	8.015	3.227
NR_105831	chr19	44808406	44808529	+	123.0	1	Mir6405|mmu-mir-6405|-|-|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001111145	chr9	65361060	65380377	+	1372.0	1	Ubap1l|Gm514|-|9 C|9|protein-coding	0.208	0.300	0.000	0.572	0.063	0.000	0.000	0.117	0.028	0.295	0.062
NR_030560	chrX	66829202	66829280	-	78.0	2	Mir465b-1|Mir465-1|Mirn465b-1|-|X|X|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_025696	chr19	48206025	48805505	+	5605.0	1	Sorcs3|6330404A12Rik|AW045579|-|19 D1|19|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001164226	chr6	30047988	30153458	+	3573.0	1	Nrf1|C87038|D6Ertd415e|-|6 A3.3|6 12.47 cM|protein-coding	20.313	25.459	18.065	23.044	22.960	18.293	18.386	21.515	23.023	22.800	22.610
NM_029645	chr5	115333242	115341161	-	1772.0	1	Gatc|2010003O18Rik|-|5 F|5|protein-coding	7.956	6.652	7.144	9.574	9.108	8.518	10.918	10.996	7.905	7.861	10.014
NM_027745	chr11	120826542	120932872	-	3369.0	1	Ccdc57|4933434G05Rik|RP23-99M13.7|11 E2|11|protein-coding	0.097	0.073	0.000	0.065	0.038	0.021	0.000	0.000	0.046	0.133	0.025
NR_036594	chr13	83891208	83928710	+	1099.0	1	2810049E08Rik|-|RP23-392G15.1|13 C3|13|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001282052	chr5	108569107	108629777	-	4626.0	1	Gak|D130045N16Rik|-|5 F|5|protein-coding	57.314	46.544	66.214	48.805	50.104	56.394	59.603	51.761	43.373	46.264	53.623
NM_001256181	chr3	96433788	96452306	-	1059.0	1	BC107364|D730018G16|-|3 F2.1|3|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001289499	chr17	42656887	42692284	-	2978.0	1	Gpr115|4632435A09Rik|AV239010|-|17 B3|17|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001130457	chr11	6615598	6626067	-	2333.0	1	Tbrg4|2310042P22Rik|AA120735|AA408001|AI527316|Cpr2|R74877|Tb-12|mKIAA0948|RP23-169J19.2|11 A1|11|protein-coding	14.854	22.737	22.636	30.152	22.844	19.168	22.592	17.553	22.054	23.574	24.630
NM_145456	chr13	107724617	107890064	-	5440.0	1	Zswim6|2900036G02Rik|mKIAA1577|-|13 D2.1|13|protein-coding	17.601	10.266	17.937	11.071	14.327	19.203	19.350	13.206	7.076	7.516	14.136
NM_198932	chr1	165865154	166002634	-	12888.0	1	Pou2f1|2810482H01Rik|NF-A1|Oct-1|Oct1|Otf-1|Otf1|RP23-36P10.7|1 H2.3|1 73.21 cM|protein-coding	4.753	4.557	3.985	3.221	5.160	5.306	4.403	5.645	3.417	2.646	6.419
NM_025586	chr14	18267823	18270986	-	1835.0	1	Rpl15|2510008H07Rik|RP23-205G15.1|14 A2|14|protein-coding	9.064	10.894	10.779	11.740	21.330	14.385	12.971	6.330	12.666	19.932	12.019
NR_038052	chr4	156331103	156339496	+	2556.0	1	Vmn2r-ps159|V2r8|V2r9|Vmn2r-ps160|-|-|pseudo	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001033185	chr1	169928939	169934653	+	1434.0	1	1700084C01Rik|-|-|1 H3|1|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_029010	chr1	75198235	75210778	-	3432.0	1	Glb1l|4833408P15Rik|-|1 C3|1|protein-coding	3.251	2.894	2.517	3.418	2.766	2.148	3.074	2.652	3.471	2.998	3.053
NM_001002927	chr4	4133536	4138445	-	1408.0	1	Penk|AI326464|ENK|PPA|Penk1|RP23-76M24.2|4 A1|4 2.31 cM|protein-coding	0.261	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030
NM_001289920	chr13	29906575	29984391	-	4570.0	1	E2f3|E2F3b|E2f3a|RP23-235O1.1|13|13 A3.3|protein-coding	2.361	6.827	2.813	4.714	2.125	1.690	2.325	2.530	5.493	5.654	1.442
NM_001199114	chr17	45585200	45595902	-	1918.0	1	Slc29a1|1200014D21Rik|AA407560|ENT1|-|17|17 C|protein-coding	21.732	38.895	11.584	29.286	18.090	14.055	15.011	21.882	36.212	31.603	14.914
NM_146013	chr11	4031782	4048009	+	2928.0	1	Sec14l4|AI256582|AW536553|SPF|TAP|RP23-81P12.7|11 A1|11|protein-coding	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_028566	chr19	7478518	7478561	+	43.0	1	Snord118|MBI-34|-|11|11|snoRNA	0.000	0.000	0.000	0.000	1.004	0.000	0.000	0.000	0.000	0.000	0.000
NM_001162366	chr14	66153257	66213552	-	3832.0	1	Ptk2b|CADTK|CAKB|CAKbeta|E430023O05Rik|FADK2|FAK2|PYK2|Raftk|-|14 D1|14 34.36 cM|protein-coding	82.584	71.622	72.811	71.573	92.975	74.143	81.812	85.090	88.428	85.551	115.662
NM_011841	chr11	61488812	61494266	-	2980.0	1	Mapk7|BMK-1|BMK1|ERK-5|ERK5|Erk5-T|PRKM7|RP23-155J3.2|11 B2|11|protein-coding	11.848	9.778	6.947	11.503	10.224	7.774	10.236	9.539	11.146	10.042	11.669
NM_178412	chr3	106387384	106406182	-	1655.0	1	Chil6|BYm|Chil8|-|3 F2.3|3|protein-coding	0.000	0.149	0.080	0.053	0.026	0.042	0.299	0.162	0.070	0.000	0.026
NM_146796	chr19	13814644	13815588	-	943.0	1	Olfr1499|MOR211-2|-|19 C1|19|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_105742	chr18	65195453	65619615	-	80.0	1	Mir466p|mmu-mir-466p|-|2 8.22 cM|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001163143	chr9	67830532	67832330	-	1348.0	1	C2cd4a|EG244911|Fam148a|-|9 C|9|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_203508	chr14	51116553	51117791	+	1236.0	1	Eddm3b|Fam12|Gm75|-|14 C1|14|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_175402	chr9	106883985	106887000	-	3013.0	1	Rbm15b|1810017N16Rik|-|9 F1|9|protein-coding	19.463	12.599	20.591	14.170	16.743	18.687	21.323	19.650	12.904	13.511	19.913
NM_026641	chr3	68892499	69004570	-	4068.0	1	Ift80|4921524P20Rik|Wdr56|mKIAA1374|-|3|3 E2|protein-coding	1.216	6.028	2.253	4.031	26.955	2.761	2.106	1.750	6.066	5.236	24.304
NM_170590	chr2	156071841	156111965	-	3454.0	1	Cpne1|1810028N16Rik|mKIAA4108|RP23-220D12.6|2 H2|2|protein-coding	68.906	71.012	66.540	62.777	71.828	63.862	66.993	68.876	63.460	61.389	56.136
NM_207540	chr7	48020971	48027597	-	1176.0	1	Mrgprx1|MrgC11|Mrgprc11|-|7 B4|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_011360	chr6	4674350	4747204	-	1683.0	1	Sgce|e-SG|-|6 A1|6 1.81 cM|protein-coding	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.027	0.126
NM_026255	chr6	94500314	94604652	+	1907.0	1	Slc25a26|4930433D19Rik|4933433F13Rik|AW557176|D6Bwg0781e|Slc25a6|-|6|6 D3|protein-coding	1.929	1.707	2.524	2.561	3.372	2.503	3.055	2.891	1.933	2.686	3.545
NM_144900	chr3	101576219	101604707	-	3677.0	1	Atp1a1|Atpa-1|BC010319|-|3 F3|3 44.3 cM|protein-coding	154.705	192.102	282.527	291.670	197.193	205.762	213.969	124.229	155.534	180.979	178.716
NM_146390	chrX	50009306	50010235	-	928.0	1	Olfr1323|MOR216-1|RP23-191O20.1|X A4|X|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_033073	chr15	101412403	101427806	+	1575.0	1	Krt7|D15Wsu77e|K7|Krt2-7|-|15 F2|15 56.88 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_134195	chr17	20735100	20736126	+	1023.0	1	Vmn1r227|V1re6|-|17 A3.2|17|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001177470	chr17	45600967	45601915	-	848.0	1	Gm7325|EG653016|Esgp|-|17 B3|17|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001252452	chr17	35508807	35510777	+	984.0	1	Pou5f1|NF-A3|Oct-3|Oct-3/4|Oct-4|Oct3|Oct3/4|Oct4|Otf-3|Otf-4|Otf3|Otf3-rs7|Otf3g|Otf4|-|17 B1|17 18.69 cM|protein-coding	0.000	0.168	0.000	0.000	0.000	0.000	0.194	0.000	0.315	0.502	0.000
NM_175366	chr7	82867333	82871576	+	3412.0	1	Mex3b|4931439A04Rik|M-04814|Rkhd3|mKIAA2009|-|7 D3|7 47.35 cM|protein-coding	5.485	5.919	3.729	6.097	5.907	3.333	3.270	4.722	7.210	6.176	8.990
NM_001013575	chr17	37563239	37569451	-	3170.0	1	Olfr112|4930580F03Rik|MOR218-4|-|17 B1|17|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_182698	chr11	60469339	60528368	+	7887.0	1	Myo15|Myo15a|sh-2|sh2|RP23-135F6.4|11 B2|11 37.81 cM|protein-coding	0.016	0.000	0.000	0.061	0.011	0.000	0.000	0.068	0.000	0.006	0.096
NM_172756	chr8	71406012	71409904	+	2123.0	1	Ankle1|8430438L13Rik|Ankrd41|C430003I23|Lem3|-|8 B3.3|8|protein-coding	0.173	11.765	0.155	5.998	0.447	0.198	0.161	0.000	9.504	4.275	0.139
NM_001081983	chrX	136974022	136976874	-	434.0	1	Tmsb15b1|Tm15b|-|X F1|X|protein-coding	4.331	9.972	6.836	2.814	6.761	4.691	6.406	5.674	8.762	6.523	6.036
NM_030052	chr5	71442823	71548205	-	538.0	1	Cox7b2|4930503B16Rik|-|5 C3.1-C3.2|5|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_028687	chr12	72101292	72185029	-	2607.0	1	Ccdc175|4930403N07Rik|-|12 C3|12|protein-coding	0.925	0.885	0.936	0.268	0.662	0.781	1.096	1.129	0.967	1.103	0.340
NM_153122	chr15	76296603	76307245	-	3941.0	1	Oplah|1700010G02Rik|-|15 D3|15|protein-coding	6.408	1.276	5.588	1.405	2.256	5.130	5.827	3.722	1.654	1.277	2.766
NM_025684	chr10	52391608	52404604	+	1818.0	1	Nepn|5730521E12Rik|Npn|periolin|-|10 B3|10|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.025	0.000
NM_020257	chr6	128887587	128898167	+	2311.0	1	Clec2i|Clr-g|Clrg|Dcl1|LCL-1|OCILrP2|-|6 F3|6|protein-coding	13.315	13.715	15.691	12.964	24.686	22.146	20.253	17.744	15.950	16.741	17.862
NM_147119	chr7	103937382	103938335	+	952.0	1	Olfr632|MOR2-1|-|7 E3|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_207551	chr16	59361299	59362216	-	916.0	1	Olfr209|MOR182-6|-|16|16|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_046197	chr11	84716976	84720432	-	381.0	1	1700109G15Rik|-|RP23-293L24.1|11|11|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_046171	chr1	153721240	153737829	-	3334.0	1	C230024C17Rik|C230024C17|RP23-184B11.4|1 G3|1|ncRNA	0.000	0.049	0.000	0.013	0.000	0.000	0.000	0.000	0.012	0.054	0.013
NM_008212	chr3	131233420	131272101	-	1778.0	1	Hadh|AA409008|AU019341|AW742602|HCDH|Hadhsc|Schad|-|3 G3|3|protein-coding	22.088	27.493	26.253	29.409	29.174	24.836	25.981	23.966	37.361	42.002	23.146
NM_028209	chr4	106661808	106678944	-	2557.0	1	Ttc4|2810002P21Rik|AF007005|L62|RP23-97O7.5|4 C7|4|protein-coding	14.176	12.702	13.330	16.254	14.683	14.689	14.477	14.843	13.779	14.357	16.078
NM_133948	chr4	83455681	83486448	-	3221.0	1	Psip1|AA408851|AU015605|Dfs70|Ledgfa|Ledgfb|Psip2|RP23-311B24.4|4 C3|4|protein-coding	25.400	33.436	20.837	24.872	34.339	32.519	28.589	33.439	34.754	31.123	27.481
NM_009251	chr12	104214544	104241934	+	2012.0	1	Serpina3g|2A2|AI119734|Spi2-1|Spi2/eb.1|Spi2A|spi2|-|12 E|12|protein-coding	2.072	0.840	7.143	3.446	0.322	16.853	16.505	1.064	0.829	2.300	1.995
NM_011781	chr8	40752208	40756176	+	2617.0	1	Adam25|-|-|8 A4|8|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001199962	chr4	42650604	42656005	+	633.0	3	Gm13306|OTTMUSG00000011352|RP23-388P16.4|4 A5|4|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_007607	chr11	84957754	84966054	+	1290.0	1	Car4|AW456718|Ca4|RP23-167D6.1|11 C|11|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_031194	chr19	8591254	8611835	+	3465.0	1	Slc22a8|Oat3|Roct|-|19 A|19|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_045467	chr8	77624172	77628956	+	355.0	1	1700092C02Rik|-|-|8|8|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_032540	chr6	41686330	41704325	-	2495.0	1	Kel|CD238|Ece3|-|6 B2.1|6 19.86 cM|protein-coding	0.016	0.000	0.000	0.000	0.138	0.000	0.000	0.000	0.000	0.000	0.068
NM_010070	chr6	83030936	83033471	-	1798.0	1	Dok1|AW557123|p62DOK|-|6 C3|6 35.94 cM|protein-coding	15.955	18.224	11.367	19.113	8.376	10.581	10.379	15.244	22.293	20.817	8.131
NM_177819	chr15	71445678	71727838	-	4601.0	1	Fam135b|1700010C24Rik|A830008O07Rik|-|15 D3|15|protein-coding	0.222	0.000	0.000	0.000	0.131	0.000	0.058	0.000	0.000	0.000	0.055
NM_001110784	chrX	73086293	73097095	-	1636.0	1	Xlr3a|Xlr3|RP23-11C16.6|X A7.3|X 37.29 cM|protein-coding	0.200	0.101	0.201	0.000	0.317	0.043	0.303	0.000	0.000	0.000	0.000
NM_001081224	chr18	51117898	51304641	+	2220.0	1	Prr16|5430406M13Rik|AI607429|-|18 D1|18|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_011861	chr17	27655591	27711117	+	4186.0	1	Pacsin1|A830061D09Rik|H74|mKIAA1379|syndapin|-|17 B1|17|protein-coding	0.176	0.414	1.291	1.521	14.206	1.358	1.592	0.153	0.834	2.158	14.070
NM_008061	chr11	101367730	101377903	+	2238.0	1	G6pc|AW107337|G6Pase|G6pt|Glc-6-Pase|RP23-281C18.19-001|11 D|11|protein-coding	0.000	0.000	0.029	0.000	0.000	0.031	0.017	0.000	0.000	0.020	0.000
NM_001039514	chr8	85071757	85075161	+	1321.0	1	Dhps|Dhs|-|8 C3|8|protein-coding	27.873	27.893	26.252	30.702	17.706	23.224	23.380	23.544	28.257	28.572	18.775
NM_016900	chr6	17281185	17289130	+	2743.0	1	Cav2|AI447843|-|6|6 A2|protein-coding	0.149	0.105	0.072	0.048	0.016	0.051	0.028	0.000	0.099	0.229	0.000
NM_001122989	chr13	64192545	64248538	-	5579.0	1	Cdc14b|2810432N10Rik|A530086E13Rik|AA472821|CDC14B3|Cdc14B1|-|13 B3|13|protein-coding	4.014	5.208	4.160	4.721	3.945	3.762	4.505	5.978	5.536	5.920	3.544
NM_146638	chr2	87857177	87858103	+	925.0	1	Olfr1151|MOR177-9|RP23-24F19.8|2 E1|2|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001134386	chr3	30855950	30897194	+	1686.0	1	Gpr160|1700025D19Rik|GPCR150|-|3|3 B|protein-coding	13.719	9.143	10.715	10.605	0.589	10.868	11.655	11.938	11.070	13.619	1.980
NM_172730	chr6	91878053	91899848	+	1744.0	1	Ccdc174|C130022K22Rik|-|6 D1|6|protein-coding	5.858	5.814	4.763	5.926	5.295	3.905	5.001	6.415	7.921	7.652	4.627
NR_040287	chr6	61175604	61180810	-	1658.0	1	A730020E08Rik|-|-|6 B3|6|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_178184	chr13	21786772	21787218	-	445.0	1	Hist1h2an|-|-|13 A3.1|13|protein-coding	0.184	0.278	0.000	0.784	0.000	0.000	0.428	0.361	0.174	0.000	0.000
